Año;Cód. Institución;Nombre Institución;Tipo Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Clasificación6;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Nombre Region;Orden Geográfico de la Región (Norte aSur);Cód. Carrera;Carrera Genérica;Nombre Programa;Mención o Especialidad;Horario;Tipo Programa;Area Conocimiento;idgenerocarrera;Tipo Carrera;IngresoDirecto;Año Inicio Actividades;Nombre del Campus;Duración (en semestres);Cód. Campus;Cód. Sede;Título;Grado Académico;Máximo Puntaje (promedio matemáticas y lenguaje);Promedio Puntaje (promedio matemáticas y lenguaje);Mínimo Puntaje (promedio matemáticas y lenguaje);Puntaje de corte (primer seleccionado);Puntaje de corte (promedio de la carrera);Puntaje de corte (último seleccionado);Máximo Puntaje NEM;Promedio Puntaje NEM;Mínimo Puntaje NEM;Máximo Puntaje Ranking;Promedio Puntaje Ranking;Mínimo Puntaje Ranking;Nº Alumnos Ingreso Via PSU o PDT;Nº Alumnos Ingreso Otra Via;Valor de matrícula;Valor de arancel;Valor del Título;Tipo Moneda;Vacantes;Matrícula primer año hombres;Matrícula primer año mujeres;Matrícula primer año extranjeros;Matrícula Primer Año;Matrícula total hombres;Matrícula total mujeres;Matrícula total extranjeros;Matrícula Total;Códgo SIES;Pregrado/Posgrado;Matrícula Primer Año No Binario;Matrícula Total No Binario
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;31731;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2014;Isla Teja;10;1007001001;1007001;Ingeniería en Conservación de Recursos Naturales o  Ingeniería Forestal;Licenciado en Ciencias Forestales o Licenciado en Conservación;729;573;358;762;599;500;807;625;437;850;658;437;67;10;175.000;3.711.000;166.000;Pesos     ;60;39;38;0;77;210;203;1;413;I90S1C534J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1999;Ingeniería Civil Acústica;Ingeniería Civil Acústica;;Diurno;Programa Regular;Tecnología;1008018;Profesional con Licenciatura;Ingreso Directo;2001;Miraflores;12;1007001002;1007001;Ingeniero Civil Acústico;Licenciado en Ciencias de la Ingeniería;703;585;496;728;602;495;775;610;426;843;631;430;31;;175.000;3.869.000;166.000;Pesos     ;20;27;4;0;31;110;15;1;125;I90S1C114J1V2;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;11867;Ingeniería Civil Electrónica y similares;Ingeniería Civil Electrónica;;Diurno;Programa Regular;Tecnología;1008022;Profesional con Licenciatura;Ingreso Directo;2006;Miraflores;11;1007001002;1007001;Ingeniero Civil Electrónico;Bachiller en Ciencias de Ingeniería, Licenciado en Ciencias de la Ingeniería;749;572;413;794;599;447;818;609;389;850;637;398;42;2;175.000;3.869.000;166.000;Pesos     ;52;39;5;0;44;189;21;2;210;I90S1C141J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2000;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;1982;Miraflores;11;1007001002;1007001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería M/Informática;747;583;424;782;632;560;785;661;490;850;700;498;74;9;175.000;3.869.000;166.000;Pesos     ;65;79;4;0;83;327;32;2;359;I90S1C33J1V2;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1998;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil en Obras Civiles;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;Ingreso Directo;1994;Miraflores;11;1007001002;1007001;Ingeniero Civil en Obras Civiles;Licenciado en Ciencias de la Ingeniería M/Obras Civiles;711;568;443;735;610;457;792;641;426;850;678;435;68;5;175.000;3.869.000;166.000;Pesos     ;65;55;18;0;73;319;129;2;448;I90S1C34J1V2;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;27120;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2013;Miraflores;11;1007001002;1007001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;712;597;481;754;664;619;814;720;592;850;761;614;72;10;175.000;3.869.000;166.000;Pesos     ;65;58;24;1;82;285;141;1;426;I90S1C126J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;13979;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;;Diurno;Programa Regular;Tecnología;1008006;Profesional con Licenciatura;Ingreso Directo;2007;Miraflores;11;1007001002;1007001;Ingeniero Civil Mecánico;Licenciado en Ciencias de la Ingeniería;733;571;492;753;602;477;792;614;426;850;636;426;50;2;175.000;3.869.000;166.000;Pesos     ;50;46;6;0;52;240;29;0;269;I90S1C147J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;1993;Ingeniería en Alimentos y similares;Ingeniería en Alimentos;;Diurno;Programa Regular;Tecnología;1001003;Profesional con Licenciatura;Ingreso Directo;1988;Isla Teja;10;1007001001;1007001;Ingeniero en Alimentos;Licenciado en Ciencias de los Alimentos;644;516;476;682;519;429;710;522;375;762;533;384;13;1;175.000;3.409.000;166.000;Pesos     ;25;6;8;0;14;41;44;0;85;I90S1C44J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2014;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;1998;Miraflores;10;1007001002;1007001;Ingeniero Constructor;Licenciado en Ciencias de la Construcción;698;531;358;723;559;454;749;580;378;840;604;378;57;7;175.000;3.649.000;166.000;Pesos     ;67;53;11;1;64;250;80;4;330;I90S1C46J1V1;Pregrado;0;0
2021;1007;U. AUSTRAL DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a) Adscritas a Gratuidad;(a) Subsistema Universitario;Valdivia;Valdivia;Región de los Ríos;13;2011;Ingeniería en Transporte Marítimo, Aéreo y similares;Ingeniería Naval;;Diurno;Programa Regular;Tecnología;1008052;Profesional con Licenciatura;Ingreso Directo;1990;Miraflores;10;1007001002;1007001;Ingeniero Naval;Licenciado en Ciencias de la Ingeniería;672;560;403;707;569;455;786;594;410;850;618;413;37;1;175.000;3.649.000;166.000;Pesos     ;55;32;6;0;38;174;48;4;222;I90S1C50J1V1;Pregrado;0;0
